Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,defectFixed,defectType,lifecycle:transition,numberRepairs,org:resource,phoneType
506,Repair (Complex),SolverC2,1970/01/13 02:35:00.000,1970/01/13 02:46:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Repair (Complex),,,complete,,SolverC2,
506,Test Repair,Tester5,1970/01/13 02:46:00.000,1970/01/13 02:52:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Test Repair,false,,complete,0,Tester5,
506,Restart Repair,System,1970/01/13 02:59:00.000,1970/01/13 02:59:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Restart Repair,,,complete,,System,
506,Repair (Complex),SolverC1,1970/01/13 02:59:00.000,1970/01/13 03:13:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Repair (Complex),,,complete,,SolverC1,
506,Inform User,System,1970/01/13 03:08:00.000,1970/01/13 03:08:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Inform User,,,complete,,System,
506,Test Repair,Tester4,1970/01/13 03:13:00.000,1970/01/13 03:22:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Test Repair,true,,complete,0,Tester4,
506,Archive Repair,System,1970/01/13 03:32:00.000,1970/01/13 03:32:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Archive Repair,true,,complete,0,System,
506,End,End,1970/01/13 03:32:00.000,1970/01/13 03:32:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,End,End,End,complete,End,End,End
507,Register,System,1970/01/12 23:48:00.000,1970/01/12 23:48:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Register,,,complete,,System,
507,Analyze Defect,Tester6,1970/01/12 23:48:00.000,1970/01/12 23:58:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Analyze Defect,,2,complete,,Tester6,T3
507,Repair (Simple),SolverS1,1970/01/13 00:20:00.000,1970/01/13 00:27:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Repair (Simple),,,complete,,SolverS1,
507,Test Repair,Tester2,1970/01/13 00:27:00.000,1970/01/13 00:34:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Test Repair,false,,complete,1,Tester2,
507,Inform User,System,1970/01/13 00:39:00.000,1970/01/13 00:39:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Inform User,,,complete,,System,
507,Restart Repair,System,1970/01/13 00:43:00.000,1970/01/13 00:43:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Restart Repair,,,complete,,System,
507,Repair (Simple),SolverS1,1970/01/13 00:43:00.000,1970/01/13 00:50:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Repair (Simple),,,complete,,SolverS1,
507,Test Repair,Tester1,1970/01/13 00:50:00.000,1970/01/13 00:59:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Test Repair,false,,complete,2,Tester1,
507,Restart Repair,System,1970/01/13 01:04:00.000,1970/01/13 01:04:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Restart Repair,,,complete,,System,
507,Repair (Simple),SolverS2,1970/01/13 01:04:00.000,1970/01/13 01:13:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Repair (Simple),,,complete,,SolverS2,
507,Test Repair,Tester1,1970/01/13 01:13:00.000,1970/01/13 01:20:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Test Repair,true,,complete,3,Tester1,
507,Archive Repair,System,1970/01/13 01:26:00.000,1970/01/13 01:26:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Archive Repair,true,,complete,3,System,
507,End,End,1970/01/13 01:26:00.000,1970/01/13 01:26:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,End,End,End,complete,End,End,End
508,Register,System,1970/01/12 17:42:00.000,1970/01/12 17:42:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
508,Analyze Defect,Tester4,1970/01/12 17:42:00.000,1970/01/12 17:52:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,3,complete,,Tester4,T3
508,Repair (Simple),SolverS3,1970/01/12 17:54:00.000,1970/01/12 18:11:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
508,Test Repair,Tester4,1970/01/12 18:11:00.000,1970/01/12 18:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester4,
508,Inform User,System,1970/01/12 18:13:00.000,1970/01/12 18:13:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
508,Archive Repair,System,1970/01/12 18:29:00.000,1970/01/12 18:29:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
508,End,End,1970/01/12 18:29:00.000,1970/01/12 18:29:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
509,Register,System,1970/01/12 08:55:00.000,1970/01/12 08:55:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
509,Analyze Defect,Tester6,1970/01/12 08:55:00.000,1970/01/12 09:05:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,8,complete,,Tester6,T1
509,Repair (Complex),SolverC2,1970/01/12 09:31:00.000,1970/01/12 09:46:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
509,Inform User,System,1970/01/12 09:40:00.000,1970/01/12 09:40:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
509,Test Repair,Tester2,1970/01/12 09:46:00.000,1970/01/12 09:54:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester2,
509,Archive Repair,System,1970/01/12 10:01:00.000,1970/01/12 10:01:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
509,End,End,1970/01/12 10:01:00.000,1970/01/12 10:01:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
51,Register,System,1970/01/03 05:39:00.000,1970/01/03 05:39:00.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Register,,,complete,,System,
51,Analyze Defect,Tester4,1970/01/03 05:39:00.000,1970/01/03 05:46:00.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Analyze Defect,,3,complete,,Tester4,T3
51,Inform User,System,1970/01/03 06:09:00.000,1970/01/03 06:09:00.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Inform User,,,complete,,System,
51,Repair (Simple),SolverS3,1970/01/03 06:16:00.000,1970/01/03 06:32:00.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Repair (Simple),,,complete,,SolverS3,
51,Test Repair,Tester1,1970/01/03 06:32:00.000,1970/01/03 06:41:00.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Test Repair,true,,complete,1,Tester1,
51,Archive Repair,System,1970/01/03 06:51:00.000,1970/01/03 06:51:00.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Archive Repair,true,,complete,1,System,
51,End,End,1970/01/03 06:51:00.000,1970/01/03 06:51:00.000,Variant 9,9,Fluxicon Disco,Variant 9,9,End,End,End,complete,End,End,End
510,Register,System,1970/01/12 07:25:00.000,1970/01/12 07:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
510,Analyze Defect,Tester5,1970/01/12 07:25:00.000,1970/01/12 07:34:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,7,complete,,Tester5,T2
510,Repair (Complex),SolverC2,1970/01/12 08:02:00.000,1970/01/12 08:14:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
510,Inform User,System,1970/01/12 08:12:00.000,1970/01/12 08:12:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
510,Test Repair,Tester6,1970/01/12 08:14:00.000,1970/01/12 08:24:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
510,Archive Repair,System,1970/01/12 08:32:00.000,1970/01/12 08:32:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
510,End,End,1970/01/12 08:32:00.000,1970/01/12 08:32:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
511,Register,System,1970/01/11 22:23:00.000,1970/01/11 22:23:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
511,Analyze Defect,Tester6,1970/01/11 22:23:00.000,1970/01/11 22:29:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,5,complete,,Tester6,T1
511,Repair (Complex),SolverC1,1970/01/11 22:33:00.000,1970/01/11 22:49:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
511,Inform User,System,1970/01/11 22:45:00.000,1970/01/11 22:45:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
511,Test Repair,Tester3,1970/01/11 22:49:00.000,1970/01/11 22:58:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester3,
511,Archive Repair,System,1970/01/11 23:04:00.000,1970/01/11 23:04:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
511,End,End,1970/01/11 23:04:00.000,1970/01/11 23:04:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
512,Register,System,1970/01/11 13:49:00.000,1970/01/11 13:49:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
512,Analyze Defect,Tester3,1970/01/11 13:49:00.000,1970/01/11 13:58:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,9,complete,,Tester3,T1
512,Repair (Complex),SolverC1,1970/01/11 14:07:00.000,1970/01/11 14:17:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
512,Test Repair,Tester5,1970/01/11 14:17:00.000,1970/01/11 14:24:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester5,
512,Inform User,System,1970/01/11 14:41:00.000,1970/01/11 14:41:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
512,Archive Repair,System,1970/01/11 14:41:00.000,1970/01/11 14:41:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
512,End,End,1970/01/11 14:41:00.000,1970/01/11 14:41:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
513,Register,System,1970/01/12 10:29:00.000,1970/01/12 10:29:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Register,,,complete,,System,
513,Analyze Defect,Tester6,1970/01/12 10:29:00.000,1970/01/12 10:38:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Analyze Defect,,2,complete,,Tester6,T2
513,Repair (Simple),SolverS2,1970/01/12 11:06:00.000,1970/01/12 11:21:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Repair (Simple),,,complete,,SolverS2,
513,Inform User,System,1970/01/12 11:13:00.000,1970/01/12 11:13:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Inform User,,,complete,,System,
513,Test Repair,Tester6,1970/01/12 11:21:00.000,1970/01/12 11:31:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Test Repair,true,,complete,1,Tester6,
513,Archive Repair,System,1970/01/12 11:40:00.000,1970/01/12 11:40:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Archive Repair,true,,complete,1,System,
513,End,End,1970/01/12 11:40:00.000,1970/01/12 11:40:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,End,End,End,complete,End,End,End
514,Register,System,1970/01/12 17:12:00.000,1970/01/12 17:12:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
514,Analyze Defect,Tester6,1970/01/12 17:12:00.000,1970/01/12 17:18:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,6,complete,,Tester6,T1
514,Repair (Simple),SolverS3,1970/01/12 17:28:00.000,1970/01/12 17:39:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
514,Test Repair,Tester6,1970/01/12 17:39:00.000,1970/01/12 17:47:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester6,
514,Inform User,System,1970/01/12 17:47:00.000,1970/01/12 17:47:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
514,Archive Repair,System,1970/01/12 17:56:00.000,1970/01/12 17:56:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
514,End,End,1970/01/12 17:56:00.000,1970/01/12 17:56:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
515,Register,System,1970/01/12 17:50:00.000,1970/01/12 17:50:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
515,Analyze Defect,Tester1,1970/01/12 17:50:00.000,1970/01/12 17:59:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,1,complete,,Tester1,T3
515,Repair (Simple),SolverS3,1970/01/12 18:21:00.000,1970/01/12 18:39:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
515,Test Repair,Tester2,1970/01/12 18:39:00.000,1970/01/12 18:45:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester2,
515,Inform User,System,1970/01/12 18:46:00.000,1970/01/12 18:46:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
515,Archive Repair,System,1970/01/12 18:53:00.000,1970/01/12 18:53:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
515,End,End,1970/01/12 18:53:00.000,1970/01/12 18:53:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
516,Register,System,1970/01/12 12:20:00.000,1970/01/12 12:20:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
516,Analyze Defect,Tester2,1970/01/12 12:20:00.000,1970/01/12 12:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,6,complete,,Tester2,T3
516,Repair (Complex),SolverC1,1970/01/12 12:32:00.000,1970/01/12 12:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
516,Inform User,System,1970/01/12 12:47:00.000,1970/01/12 12:47:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
516,Test Repair,Tester6,1970/01/12 12:52:00.000,1970/01/12 12:58:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
516,Archive Repair,System,1970/01/12 13:05:00.000,1970/01/12 13:05:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
516,End,End,1970/01/12 13:05:00.000,1970/01/12 13:05:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
517,Register,System,1970/01/11 18:45:00.000,1970/01/11 18:45:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Register,,,complete,,System,
517,Analyze Defect,Tester1,1970/01/11 18:45:00.000,1970/01/11 18:52:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Analyze Defect,,4,complete,,Tester1,T1
517,Repair (Simple),SolverS1,1970/01/11 19:00:00.000,1970/01/11 19:07:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Repair (Simple),,,complete,,SolverS1,
517,Test Repair,Tester5,1970/01/11 19:07:00.000,1970/01/11 19:13:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Test Repair,false,,complete,1,Tester5,
517,Restart Repair,System,1970/01/11 19:20:00.000,1970/01/11 19:20:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Restart Repair,,,complete,,System,
517,Repair (Simple),SolverS2,1970/01/11 19:20:00.000,1970/01/11 19:25:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Repair (Simple),,,complete,,SolverS2,
517,Test Repair,Tester6,1970/01/11 19:25:00.000,1970/01/11 19:33:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Test Repair,true,,complete,2,Tester6,
517,Inform User,System,1970/01/11 19:42:00.000,1970/01/11 19:42:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Inform User,,,complete,,System,
517,Archive Repair,System,1970/01/11 19:42:00.000,1970/01/11 19:42:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Archive Repair,true,,complete,2,System,
517,End,End,1970/01/11 19:42:00.000,1970/01/11 19:42:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,End,End,End,complete,End,End,End
518,Register,System,1970/01/12 06:25:00.000,1970/01/12 06:25:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
518,Analyze Defect,Tester5,1970/01/12 06:25:00.000,1970/01/12 06:31:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,2,complete,,Tester5,T2
518,Repair (Simple),SolverS2,1970/01/12 06:33:00.000,1970/01/12 06:42:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS2,
518,Test Repair,Tester4,1970/01/12 06:42:00.000,1970/01/12 06:47:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester4,
518,Inform User,System,1970/01/12 07:18:00.000,1970/01/12 07:18:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
518,Archive Repair,System,1970/01/12 07:18:00.000,1970/01/12 07:18:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
518,End,End,1970/01/12 07:18:00.000,1970/01/12 07:18:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
519,Register,System,1970/01/11 20:36:00.000,1970/01/11 20:36:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
519,Analyze Defect,Tester4,1970/01/11 20:36:00.000,1970/01/11 20:45:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,6,complete,,Tester4,T3
519,Repair (Complex),SolverC3,1970/01/11 21:00:00.000,1970/01/11 21:46:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
519,Inform User,System,1970/01/11 21:10:00.000,1970/01/11 21:10:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
519,Test Repair,Tester6,1970/01/11 21:46:00.000,1970/01/11 21:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
519,Archive Repair,System,1970/01/11 22:02:00.000,1970/01/11 22:02:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
519,End,End,1970/01/11 22:02:00.000,1970/01/11 22:02:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
52,Register,System,1970/01/02 20:08:00.000,1970/01/02 20:08:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
52,Analyze Defect,Tester2,1970/01/02 20:08:00.000,1970/01/02 20:15:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,5,complete,,Tester2,T1
52,Repair (Simple),SolverS3,1970/01/02 20:26:00.000,1970/01/02 20:43:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
52,Test Repair,Tester4,1970/01/02 20:43:00.000,1970/01/02 20:51:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester4,
52,Inform User,System,1970/01/02 20:58:00.000,1970/01/02 20:58:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
52,Archive Repair,System,1970/01/02 21:00:00.000,1970/01/02 21:00:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
52,End,End,1970/01/02 21:00:00.000,1970/01/02 21:00:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
520,Register,System,1970/01/11 18:10:00.000,1970/01/11 18:10:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
520,Analyze Defect,Tester6,1970/01/11 18:10:00.000,1970/01/11 18:20:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,2,complete,,Tester6,T1
520,Repair (Simple),SolverS3,1970/01/11 18:31:00.000,1970/01/11 18:49:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
520,Test Repair,Tester3,1970/01/11 18:49:00.000,1970/01/11 18:59:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester3,
520,Inform User,System,1970/01/11 19:02:00.000,1970/01/11 19:02:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
520,Archive Repair,System,1970/01/11 19:08:00.000,1970/01/11 19:08:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
520,End,End,1970/01/11 19:08:00.000,1970/01/11 19:08:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
521,Register,System,1970/01/12 06:44:00.000,1970/01/12 06:44:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
521,Analyze Defect,Tester3,1970/01/12 06:44:00.000,1970/01/12 06:54:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,3,complete,,Tester3,T1
521,Repair (Simple),SolverS3,1970/01/12 06:57:00.000,1970/01/12 07:13:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
521,Test Repair,Tester4,1970/01/12 07:13:00.000,1970/01/12 07:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester4,
521,Inform User,System,1970/01/12 07:19:00.000,1970/01/12 07:19:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
521,Archive Repair,System,1970/01/12 07:26:00.000,1970/01/12 07:26:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
521,End,End,1970/01/12 07:26:00.000,1970/01/12 07:26:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
522,Register,System,1970/01/12 12:50:00.000,1970/01/12 12:50:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
522,Analyze Defect,Tester4,1970/01/12 12:50:00.000,1970/01/12 13:00:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,1,complete,,Tester4,T2
522,Repair (Simple),SolverS3,1970/01/12 13:07:00.000,1970/01/12 13:22:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
522,Test Repair,Tester1,1970/01/12 13:22:00.000,1970/01/12 13:27:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester1,
522,Inform User,System,1970/01/12 13:24:00.000,1970/01/12 13:24:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
522,Archive Repair,System,1970/01/12 13:36:00.000,1970/01/12 13:36:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
522,End,End,1970/01/12 13:36:00.000,1970/01/12 13:36:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
523,Register,System,1970/01/12 06:35:00.000,1970/01/12 06:35:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
523,Analyze Defect,Tester1,1970/01/12 06:35:00.000,1970/01/12 06:41:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,5,complete,,Tester1,T1
523,Repair (Complex),SolverC1,1970/01/12 06:43:00.000,1970/01/12 06:56:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
523,Test Repair,Tester5,1970/01/12 06:56:00.000,1970/01/12 07:06:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester5,
523,Inform User,System,1970/01/12 07:10:00.000,1970/01/12 07:10:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
523,Archive Repair,System,1970/01/12 07:14:00.000,1970/01/12 07:14:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
523,End,End,1970/01/12 07:14:00.000,1970/01/12 07:14:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
524,Register,System,1970/01/12 22:04:00.000,1970/01/12 22:04:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Register,,,complete,,System,
524,Analyze Defect,Tester6,1970/01/12 22:04:00.000,1970/01/12 22:10:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Analyze Defect,,1,complete,,Tester6,T3
524,Inform User,System,1970/01/12 22:28:00.000,1970/01/12 22:28:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Inform User,,,complete,,System,
524,Repair (Simple),SolverS1,1970/01/12 22:40:00.000,1970/01/12 22:45:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Repair (Simple),,,complete,,SolverS1,
524,Test Repair,Tester5,1970/01/12 22:45:00.000,1970/01/12 22:54:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Test Repair,false,,complete,1,Tester5,
524,Restart Repair,System,1970/01/12 23:00:00.000,1970/01/12 23:00:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Restart Repair,,,complete,,System,
524,Repair (Simple),SolverS3,1970/01/12 23:00:00.000,1970/01/12 23:13:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Repair (Simple),,,complete,,SolverS3,
524,Test Repair,Tester2,1970/01/12 23:13:00.000,1970/01/12 23:23:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Test Repair,true,,complete,2,Tester2,
524,Archive Repair,System,1970/01/12 23:33:00.000,1970/01/12 23:33:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,Archive Repair,true,,complete,2,System,
524,End,End,1970/01/12 23:33:00.000,1970/01/12 23:33:00.000,Variant 17,17,Fluxicon Disco,Variant 17,17,End,End,End,complete,End,End,End
525,Register,System,1970/01/12 02:58:00.000,1970/01/12 02:58:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Register,,,complete,,System,
525,Analyze Defect,Tester5,1970/01/12 02:58:00.000,1970/01/12 03:06:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Analyze Defect,,1,complete,,Tester5,T3
525,Repair (Simple),SolverS1,1970/01/12 03:18:00.000,1970/01/12 03:23:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS1,
